id,seasonNum,episodeNum,sceneNo,sceneStart,sceneEnd,location,subLocation,greensight,altLocation,warg,flashback
1960,5,5,21,0:23:44,0:25:10,The North,Winterfell,,,,
1961,5,5,22,0:25:10,0:25:38,The North,Winterfell,,,,
1962,5,5,23,0:25:38,0:26:15,The North,Winterfell,,,,
1963,5,5,24,0:26:15,0:26:59,The North,Winterfell,,,,
1964,5,5,25,0:26:59,0:29:07,The North,Winterfell,,,,
1965,5,5,26,0:29:07,0:30:19,The North,Winterfell,,,,
1966,5,5,27,0:30:19,0:33:56,The North,Winterfell,,,,
1967,5,5,28,0:33:56,0:36:48,The North,Winterfell,,,,
1968,5,5,29,0:36:48,0:38:19,The Wall,Castle Black,,,,
1969,5,5,30,0:38:19,0:38:31,The Wall,Castle Black,,,,
1970,5,5,31,0:38:31,0:39:56,The Wall,Castle Black,,,,
1971,5,5,32,0:39:56,0:40:59,The Wall,Castle Black,,,,
1972,5,5,33,0:40:59,0:41:07,The Wall,Castle Black,,,,
1973,5,5,34,0:41:07,0:41:20,The Wall,Castle Black,,,,
1974,5,5,35,0:41:20,0:42:10,The Wall,Castle Black,,,,
1975,5,5,36,0:42:10,0:42:52,The Wall,Castle Black,,,,
1976,5,5,37,0:42:52,0:43:34,The Wall,Castle Black,,,,
1977,5,5,38,0:43:34,0:43:50,The Wall,Castle Black,,,,
1978,5,5,39,0:43:50,0:46:01,Meereen,,,,,
1979,5,5,40,0:46:01,0:47:14,Meereen,,,,,
1980,5,5,41,0:47:14,0:48:50,Meereen,,,,,
1981,5,5,42,0:48:50,0:51:03,Valyria,,,,,
1982,5,5,43,0:51:03,0:52:28,Valyria,,,,,
1983,5,5,44,0:52:28,0:52:54,Valyria,,,,,
1984,5,5,45,0:52:54,0:54:04,Valyria,,,,,
1985,5,5,46,0:54:04,0:54:30,Valyria,,,,,
1986,5,5,47,0:54:30,0:56:38,Valyria,,,,,
1987,5,5,48,0:56:38,0:57:02,Valyria,,,,,
1988,5,6,1,0:03:41,0:05:36,Braavos,,,,,
1989,5,6,2,0:05:36,0:07:39,Braavos,,,,,
1990,5,6,3,0:07:39,0:09:41,Braavos,,,,,
1991,5,6,4,0:09:41,0:12:33,Valyria,Slaver's Bay,,,,
1992,5,6,5,0:12:33,0:14:03,Braavos,,,,,
1993,5,6,6,0:14:03,0:15:24,Braavos,,,,,
1994,5,6,7,0:15:24,0:15:33,Braavos,,,,,
1995,5,6,8,0:15:33,0:16:17,Braavos,,,,,
1996,5,6,9,0:16:17,0:18:45,Braavos,,,,,
1997,5,6,10,0:18:45,0:20:38,Valyria,Slaver's Bay,,,,
1998,5,6,11,0:20:38,0:20:46,Valyria,Slaver's Bay,,,,
1999,5,6,12,0:20:46,0:23:44,Valyria,Slaver's Bay,,,,
2000,5,6,13,0:23:44,0:24:56,The Crownlands,King's Landing,,,,
2001,5,6,14,0:24:56,0:28:50,The Crownlands,King's Landing,,,,
2002,5,6,15,0:28:50,0:29:49,Dorne,The Water Gardens,,,,
2003,5,6,16,0:29:49,0:30:00,Dorne,The Water Gardens,,,,
2004,5,6,17,0:30:00,0:30:22,Dorne,The Water Gardens,,,,
2005,5,6,18,0:30:22,0:31:14,Dorne,,,,,
2006,5,6,19,0:31:14,0:31:27,Dorne,The Water Gardens,,,,
2007,5,6,20,0:31:27,0:31:51,Dorne,The Water Gardens,,,,
2008,5,6,21,0:31:51,0:32:14,Dorne,The Water Gardens,,,,
2009,5,6,22,0:32:14,0:33:07,Dorne,The Water Gardens,,,,
2010,5,6,23,0:33:07,0:34:11,Dorne,The Water Gardens,,,,
2011,5,6,24,0:34:11,0:35:10,Dorne,The Water Gardens,,,,
2012,5,6,25,0:35:10,0:35:22,Dorne,The Water Gardens,,,,
2013,5,6,26,0:35:22,0:35:30,The Crownlands,Outside King's Landing,,,,
2014,5,6,27,0:35:30,0:35:40,The Crownlands,Outside King's Landing,,,,
2015,5,6,28,0:35:40,0:35:46,The Crownlands,Outside King's Landing,,,,
2016,5,6,29,0:35:46,0:36:19,The Crownlands,King's Landing,,,,
2017,5,6,30,0:36:19,0:38:43,The Crownlands,King's Landing,,,,
2018,5,6,31,0:38:43,0:41:09,The Crownlands,King's Landing,,,,
2019,5,6,32,0:41:09,0:43:11,The Crownlands,King's Landing,,,,
2020,5,6,33,0:43:11,0:43:36,The North,Winterfell,,,,
2021,5,6,34,0:43:36,0:46:30,The North,Winterfell,,,,
2022,5,6,35,0:46:30,0:46:41,The North,Winterfell,,,,
2023,5,6,36,0:46:41,0:47:22,The North,Winterfell,,,,
2024,5,6,37,0:47:22,0:48:18,The North,Winterfell,,,,
2025,5,6,38,0:48:18,0:50:13,The North,Winterfell,,,,
2026,5,6,39,0:50:13,0:54:03,The North,Winterfell,,,,
2027,5,7,1,0:03:39,0:04:41,The Wall,Castle Black,,,,
2028,5,7,2,0:04:41,0:05:54,The Wall,Castle Black,,,,
2029,5,7,3,0:05:54,0:05:59,The Wall,Castle Black,,,,
2030,5,7,4,0:05:59,0:06:55,The Wall,Castle Black,,,,
2031,5,7,5,0:06:55,0:07:09,The North,Winterfell,,,,
2032,5,7,6,0:07:09,0:09:22,The North,Winterfell,,,,
2033,5,7,7,0:09:22,0:09:53,The North,Winterfell,,,,
2034,5,7,8,0:09:53,0:10:09,The North,Winterfell,,,,
2035,5,7,9,0:10:09,0:10:17,The North,Winterfell,,,,
2036,5,7,10,0:10:17,0:11:30,The Wall,Castle Black,,,,
2037,5,7,11,0:11:30,0:13:07,The Wall,Castle Black,,,,
2038,5,7,12,0:13:07,0:15:38,The North,Winterfell,,,,
2039,5,7,13,0:15:38,0:16:49,The North,Winterfell,,,,
2040,5,7,14,0:16:49,0:17:22,The North,Stannis Baratheon's Camp,,,,
2041,5,7,15,0:17:22,0:18:55,The North,Stannis Baratheon's Camp,,,,
2042,5,7,16,0:18:55,0:20:54,The North,Stannis Baratheon's Camp,,,,
2043,5,7,17,0:20:54,0:21:41,The Wall,Castle Black,,,,
2044,5,7,18,0:21:41,0:23:16,The Wall,Castle Black,,,,
2045,5,7,19,0:23:16,0:23:26,The Wall,Castle Black,,,,
2046,5,7,20,0:23:26,0:23:47,The Wall,Castle Black,,,,
2047,5,7,21,0:23:47,0:26:40,The Wall,Castle Black,,,,
2048,5,7,22,0:26:40,0:26:55,Meereen,Outside Meereen,,,,
2049,5,7,23,0:26:55,0:29:17,Meereen,Outside Meereen,,,,
2050,5,7,24,0:29:17,0:31:52,Meereen,,,,,
2051,5,7,25,0:31:52,0:31:57,The Crownlands,King's Landing,,,,
2052,5,7,26,0:31:57,0:35:16,The Crownlands,King's Landing,,,,
2053,5,7,27,0:35:16,0:35:30,The Crownlands,King's Landing,,,,
2054,5,7,28,0:35:30,0:38:40,The Crownlands,King's Landing,,,,
2055,5,7,29,0:38:40,0:38:56,Dorne,The Water Gardens,,,,
2056,5,7,30,0:38:56,0:39:57,Dorne,The Water Gardens,,,,
2057,5,7,31,0:39:57,0:43:41,Dorne,The Water Gardens,,,,
2058,5,7,32,0:43:41,0:44:09,The Crownlands,King's Landing,,,,
2059,5,7,33,0:44:09,0:46:00,The Crownlands,King's Landing,,,,
2060,5,7,34,0:46:00,0:47:11,Meereen,,,,,
2061,5,7,35,0:47:11,0:47:55,Meereen,,,,,
2062,5,7,36,0:47:55,0:48:15,Meereen,,,,,
2063,5,7,37,0:48:15,0:48:41,Meereen,,,,,
2064,5,7,38,0:48:41,0:49:09,Meereen,,,,,
2065,5,7,39,0:49:09,0:49:24,Meereen,,,,,
2066,5,7,40,0:49:24,0:51:34,Meereen,,,,,
2067,5,7,41,0:51:34,0:54:03,The Crownlands,King's Landing,,,,
2068,5,7,42,0:54:03,0:54:11,The Crownlands,King's Landing,,,,
2069,5,7,43,0:54:11,0:58:02,The Crownlands,King's Landing,,,,
2070,5,7,44,0:58:02,0:58:13,The Crownlands,King's Landing,,,,
2071,5,7,45,0:58:13,0:58:42,The Crownlands,King's Landing,,,,
2072,5,7,46,0:58:42,0:59:14,The Crownlands,King's Landing,,,,
2073,5,8,1,0:03:34,0:08:24,Meereen,,,,,
2074,5,8,2,0:08:24,0:08:53,Meereen,,,,,
2075,5,8,3,0:08:53,0:09:44,The Crownlands,King's Landing,,,,
2076,5,8,4,0:09:44,0:09:59,Braavos,,,,,
2077,5,8,5,0:09:59,0:10:30,Braavos,,,,,
2078,5,8,6,0:10:30,0:10:57,Braavos,,,,,
2079,5,8,7,0:10:57,0:12:48,Braavos,,,,,
2080,5,8,8,0:12:48,0:14:20,Braavos,,,,,
2081,5,8,9,0:14:20,0:14:42,Braavos,,,,,
2082,5,8,10,0:14:42,0:17:04,The Crownlands,King's Landing,,,,
2083,5,8,11,0:17:04,0:17:29,The Crownlands,King's Landing,,,,
2084,5,8,12,0:17:29,0:20:19,The North,Winterfell,,,,
2085,5,8,13,0:20:19,0:21:25,The North,Winterfell,,,,
2086,5,8,14,0:21:25,0:26:40,Meereen,,,,,
2087,5,8,15,0:26:40,0:26:52,Meereen,,,,,
2088,5,8,16,0:26:52,0:27:35,Meereen,,,,,
2089,5,8,17,0:27:35,0:28:30,The Crownlands,King's Landing,,,,
2090,5,8,18,0:28:30,0:28:48,The Crownlands,King's Landing,,,,
2091,5,8,19,0:28:48,0:29:36,The Wall,Castle Black,,,,
2092,5,8,20,0:29:36,0:30:07,The Wall,Castle Black,,,,
2093,5,8,21,0:30:07,0:31:50,The Wall,Castle Black,,,,
2094,5,8,22,0:31:50,0:32:27,North of the Wall,Hardhome,,,,
2095,5,8,23,0:32:27,0:33:25,North of the Wall,Hardhome,,,,
2096,5,8,24,0:33:25,0:34:59,North of the Wall,Hardhome,,,,
2097,5,8,25,0:34:59,0:35:12,North of the Wall,Hardhome,,,,
2098,5,8,26,0:35:12,0:41:32,North of the Wall,Hardhome,,,,
2099,5,8,27,0:41:32,0:43:03,North of the Wall,Hardhome,,,,
2100,5,8,28,0:43:03,0:43:35,North of the Wall,Hardhome,,,,
2101,5,8,29,0:43:35,0:44:50,North of the Wall,Hardhome,,,,
2102,5,8,30,0:44:50,0:44:58,North of the Wall,Hardhome,,,,
2103,5,8,31,0:44:58,0:45:20,North of the Wall,Hardhome,,,,
2104,5,8,32,0:45:20,0:46:09,North of the Wall,Hardhome,,,,
2105,5,8,33,0:46:09,0:46:18,North of the Wall,Hardhome,,,,
2106,5,8,34,0:46:18,0:46:27,North of the Wall,Hardhome,,,,
2107,5,8,35,0:46:27,0:46:36,North of the Wall,Hardhome,,,,
2108,5,8,36,0:46:36,0:47:02,North of the Wall,Hardhome,,,,
2109,5,8,37,0:47:02,0:47:20,North of the Wall,Hardhome,,,,
2110,5,8,38,0:47:20,0:47:23,North of the Wall,Hardhome,,,,
2111,5,8,39,0:47:23,0:47:30,North of the Wall,Hardhome,,,,
2112,5,8,40,0:47:30,0:48:28,North of the Wall,Hardhome,,,,
2113,5,8,41,0:48:28,0:49:31,North of the Wall,Hardhome,,,,
2114,5,8,42,0:49:31,0:49:56,North of the Wall,Hardhome,,,,
2115,5,8,43,0:49:56,0:51:28,North of the Wall,Hardhome,,,,
2116,5,8,44,0:51:28,0:52:11,North of the Wall,Hardhome,,,,
2117,5,8,45,0:52:11,0:53:34,North of the Wall,Hardhome,,,,
2118,5,8,46,0:53:34,0:53:52,North of the Wall,Hardhome,,,,
2119,5,8,47,0:53:52,0:54:52,North of the Wall,Hardhome,,,,
2120,5,8,48,0:54:52,0:55:59,North of the Wall,Hardhome,,,,
2121,5,8,49,0:55:59,0:56:09,North of the Wall,Hardhome,,,,
2122,5,8,50,0:56:09,0:56:33,North of the Wall,Hardhome,,,,
2123,5,8,51,0:56:33,0:56:39,North of the Wall,Hardhome,,,,
2124,5,8,52,0:56:39,0:57:32,North of the Wall,Hardhome,,,,
2125,5,8,53,0:57:32,0:57:45,North of the Wall,Hardhome,,,,
2126,5,8,54,0:57:45,0:57:51,North of the Wall,Hardhome,,,,
2127,5,8,55,0:57:51,0:58:09,North of the Wall,Hardhome,,,,
2128,5,8,56,0:58:09,0:58:50,North of the Wall,Hardhome,,,,
2129,5,8,57,0:58:50,0:59:27,North of the Wall,Hardhome,,,,
2130,5,8,58,0:59:27,0:59:37,North of the Wall,Hardhome,,,,
2131,5,8,59,0:59:37,1:00:15,North of the Wall,Hardhome,,,,
2132,5,9,1,0:04:22,0:04:37,The North,Stannis Baratheon's Camp,,,,
2133,5,9,2,0:04:37,0:05:02,The North,Stannis Baratheon's Camp,,,,
2134,5,9,3,0:05:02,0:05:17,The North,Stannis Baratheon's Camp,,,,
2135,5,9,4,0:05:17,0:05:23,The North,Stannis Baratheon's Camp,,,,
2136,5,9,5,0:05:23,0:06:13,The North,Stannis Baratheon's Camp,,,,
2137,5,9,6,0:06:13,0:06:38,The North,Stannis Baratheon's Camp,,,,
2138,5,9,7,0:06:38,0:07:21,North of the Wall,The Wall,,,,
2139,5,9,8,0:07:21,0:07:29,The Wall,Castle Black,,,,
2140,5,9,9,0:07:29,0:07:41,North of the Wall,The Wall,,,,
2141,5,9,10,0:07:41,0:07:48,The Wall,Castle Black,,,,
2142,5,9,11,0:07:48,0:07:52,North of the Wall,The Wall,,,,
2143,5,9,12,0:07:52,0:08:01,The Wall,Castle Black,,,,
2144,5,9,13,0:08:01,0:08:12,North of the Wall,The Wall,,,,
2145,5,9,14,0:08:12,0:08:47,The Wall,Castle Black,,,,
2146,5,9,15,0:08:47,0:09:17,The Wall,Castle Black,,,,
2147,5,9,16,0:09:17,0:09:26,The Wall,Castle Black,,,,
2148,5,9,17,0:09:26,0:09:53,The Wall,Castle Black,,,,
2149,5,9,18,0:09:53,0:11:22,The North,Stannis Baratheon's Camp,,,,
2150,5,9,19,0:11:22,0:11:43,The North,Stannis Baratheon's Camp,,,,
2151,5,9,20,0:11:43,0:13:38,The North,Stannis Baratheon's Camp,,,,
2152,5,9,21,0:13:38,0:16:40,Dorne,The Water Gardens,,,,
2153,5,9,22,0:16:40,0:17:22,Dorne,The Water Gardens,,,,
2154,5,9,23,0:17:22,0:18:17,Dorne,The Water Gardens,,,,
2155,5,9,24,0:18:17,0:18:48,Dorne,The Water Gardens,,,,
2156,5,9,25,0:18:48,0:19:31,Dorne,The Water Gardens,,,,
2157,5,9,26,0:19:31,0:19:53,Braavos,,,,,
2158,5,9,27,0:19:53,0:20:47,Braavos,,,,,
2159,5,9,28,0:20:47,0:21:08,Braavos,,,,,
2160,5,9,29,0:21:08,0:21:48,Braavos,,,,,
2161,5,9,30,0:21:48,0:22:37,Braavos,,,,,
2162,5,9,31,0:22:37,0:23:08,Braavos,,,,,
2163,5,9,32,0:23:08,0:23:39,Braavos,,,,,
2164,5,9,33,0:23:39,0:24:21,Braavos,,,,,
2165,5,9,34,0:24:21,0:27:03,Braavos,,,,,
2166,5,9,35,0:27:03,0:27:57,Braavos,,,,,
2167,5,9,36,0:27:57,0:28:57,Dorne,The Water Gardens,,,,
2168,5,9,37,0:28:57,0:30:43,Dorne,The Water Gardens,,,,
2169,5,9,38,0:30:43,0:33:36,The North,Stannis Baratheon's Camp,,,,
2170,5,9,39,0:33:36,0:36:42,The North,Stannis Baratheon's Camp,,,,
2171,5,9,40,0:36:42,0:37:02,Meereen,,,,,
2172,5,9,41,0:37:02,0:37:30,Meereen,,,,,
2173,5,9,42,0:37:30,0:38:58,Meereen,,,,,
2174,5,9,43,0:38:58,0:41:31,Meereen,,,,,
2175,5,9,44,0:41:31,0:42:20,Meereen,,,,,
2176,5,9,45,0:42:20,0:46:54,Meereen,,,,,
2177,5,9,46,0:46:54,0:47:04,Meereen,,,,,
2178,5,9,47,0:47:04,0:48:12,Meereen,,,,,
2179,5,9,48,0:48:12,0:50:23,Meereen,,,,,
2180,5,9,49,0:50:23,0:51:56,Meereen,,,,,
2181,5,9,50,0:51:56,0:52:10,Meereen,,,,,
2182,5,9,51,0:52:10,0:52:55,Meereen,,,,,
2183,5,9,52,0:52:55,0:53:10,Meereen,,,,,
2184,5,9,53,0:53:10,0:53:25,Meereen,,,,,
2185,5,10,1,0:05:10,0:05:25,The North,Stannis Baratheon's Camp,,,,
2186,5,10,2,0:05:25,0:05:54,The North,Stannis Baratheon's Camp,,,,
2187,5,10,3,0:05:54,0:06:37,The North,Stannis Baratheon's Camp,,,,
2188,5,10,4,0:06:37,0:06:50,The North,Stannis Baratheon's Camp,,,,
2189,5,10,5,0:06:50,0:07:56,The North,Stannis Baratheon's Camp,,,,
2190,5,10,6,0:07:56,0:11:39,The Wall,Castle Black,,,,
2191,5,10,7,0:11:39,0:12:08,The Wall,Castle Black,,,,
2192,5,10,8,0:12:08,0:12:46,The North,Outside Winterfell,,,,
2193,5,10,9,0:12:46,0:13:02,The North,Winterfell,,,,
2194,5,10,10,0:13:02,0:13:30,The North,Winterfell,,,,
2195,5,10,11,0:13:30,0:13:47,The North,Outside Winterfell,,,,
2196,5,10,12,0:13:47,0:14:15,The North,Outside Winterfell,,,,
2197,5,10,13,0:14:15,0:14:25,The North,Winterfell,,,,
2198,5,10,14,0:14:25,0:14:46,The North,Outside Winterfell,,,,
2199,5,10,15,0:14:46,0:15:13,The North,Outside Winterfell,,,,
2200,5,10,16,0:15:13,0:15:31,The North,Outside Winterfell,,,,
2201,5,10,17,0:15:31,0:15:41,The North,Winterfell,,,,
2202,5,10,18,0:15:41,0:15:59,The North,Outside Winterfell,,,,
2203,5,10,19,0:15:59,0:16:11,The North,Outside Winterfell,,,,
2204,5,10,20,0:16:11,0:16:15,The North,Winterfell,,,,
2205,5,10,21,0:16:15,0:16:20,The North,Outside Winterfell,,,,
2206,5,10,22,0:16:20,0:16:25,The North,Winterfell,,,,
2207,5,10,23,0:16:25,0:17:08,The North,The Wolfswood,,,,
2208,5,10,24,0:17:08,0:17:29,The North,The Wolfswood,,,,
2209,5,10,25,0:17:29,0:17:57,The North,The Wolfswood,,,,
2210,5,10,26,0:17:57,0:19:28,The North,The Wolfswood,,,,
2211,5,10,27,0:19:28,0:20:13,The North,Outside Winterfell,,,,
2212,5,10,28,0:20:13,0:20:20,The North,Outside Winterfell,,,,
2213,5,10,29,0:20:20,0:20:40,The North,Winterfell,,,,
2214,5,10,30,0:20:40,0:22:10,The North,Winterfell,,,,
2215,5,10,31,0:22:10,0:22:16,The North,Winterfell,,,,
2216,5,10,32,0:22:16,0:22:50,The North,Winterfell,,,,
2217,5,10,33,0:22:50,0:24:06,Braavos,,,,,
2218,5,10,34,0:24:06,0:24:28,Braavos,,,,,
2219,5,10,35,0:24:28,0:26:05,Braavos,,,,,
2220,5,10,36,0:26:05,0:26:42,Braavos,,,,,
2221,5,10,37,0:26:42,0:27:41,Braavos,,,,,
2222,5,10,38,0:27:41,0:28:55,Braavos,,,,,
2223,5,10,39,0:28:55,0:29:58,Dorne,,,,,
2224,5,10,40,0:29:58,0:33:07,Dorne,,,,,
2225,5,10,41,0:33:07,0:33:57,Dorne,,,,,
2226,5,10,42,0:33:57,0:34:03,Dorne,,,,,
2227,5,10,43,0:34:03,0:34:54,Meereen,,,,,
2228,5,10,44,0:34:54,0:38:16,Meereen,,,,,
2229,5,10,45,0:38:16,0:38:34,Meereen,,,,,
2230,5,10,46,0:38:34,0:40:01,Meereen,,,,,
2231,5,10,47,0:40:01,0:41:58,The Dothraki Sea,,,,,
2232,5,10,48,0:41:58,0:43:55,The Dothraki Sea,,,,,
2233,5,10,49,0:43:55,0:44:37,The Crownlands,King's Landing,,,,
2234,5,10,50,0:44:37,0:48:04,The Crownlands,King's Landing,,,,
2235,5,10,51,0:48:04,0:49:48,The Crownlands,King's Landing,,,,
2236,5,10,52,0:49:48,0:50:01,The Crownlands,King's Landing,,,,
2237,5,10,53,0:50:01,0:52:04,The Crownlands,King's Landing,,,,
2238,5,10,54,0:52:04,0:53:50,The Crownlands,King's Landing,,,,
2239,5,10,55,0:53:50,0:56:02,The Crownlands,King's Landing,,,,
2240,5,10,56,0:56:02,0:56:40,The Crownlands,King's Landing,,,,
2241,5,10,57,0:56:40,0:57:12,The Crownlands,King's Landing,,,,
2242,5,10,58,0:57:12,0:57:36,The Wall,Castle Black,,,,
2243,5,10,59,0:57:36,0:58:21,The Wall,Castle Black,,,,
2244,5,10,60,0:58:21,0:59:00,The Wall,Castle Black,,,,
2245,5,10,61,0:59:00,0:59:17,The Wall,Castle Black,,,,
2246,5,10,62,0:59:17,0:59:34,The Wall,Castle Black,,,,
2247,5,10,63,0:59:34,1:01:29,The Wall,Castle Black,,,,
2248,5,10,64,1:01:29,1:02:01,The Wall,Castle Black,,,,
2249,6,1,1,0:07:04,0:08:03,The Wall,Castle Black,,,,
2250,6,1,2,0:08:03,0:08:09,The Wall,Castle Black,,,,
2251,6,1,3,0:08:09,0:08:48,The Wall,Castle Black,,,,
2252,6,1,4,0:08:48,0:09:17,The Wall,Castle Black,,,,
2253,6,1,5,0:09:17,0:10:33,The Wall,Castle Black,,,,
2254,6,1,6,0:10:33,0:11:36,The Wall,Castle Black,,,,
2255,6,1,7,0:11:36,0:13:33,The Wall,Castle Black,,,,
2256,6,1,8,0:13:33,0:14:41,The Wall,Castle Black,,,,
2257,6,1,9,0:14:41,0:14:47,The North,Winterfell,,,,
2258,6,1,10,0:14:47,0:16:03,The North,Winterfell,,,,
2259,6,1,11,0:16:03,0:17:28,The North,Winterfell,,,,
2260,6,1,12,0:17:28,0:19:57,The North,The Wolfswood,,,,
2261,6,1,13,0:19:57,0:20:52,The North,The Wolfswood,,,,
2262,6,1,14,0:20:52,0:22:42,The North,The Wolfswood,,,,
2263,6,1,15,0:22:42,0:24:12,The North,The Wolfswood,,,,
2264,6,1,16,0:24:12,0:24:27,The Crownlands,Blackwater Bay,,,,
2265,6,1,17,0:24:27,0:24:47,The Crownlands,King's Landing,,,,
2266,6,1,18,0:24:47,0:24:59,The Crownlands,King's Landing,,,,
2267,6,1,19,0:24:59,0:25:51,The Crownlands,King's Landing,,,,
2268,6,1,20,0:25:51,0:28:40,The Crownlands,King's Landing,,,,
2269,6,1,21,0:28:40,0:29:19,The Crownlands,King's Landing,,,,
2270,6,1,22,0:29:19,0:29:29,The Crownlands,King's Landing,,,,
2271,6,1,23,0:29:29,0:30:44,The Crownlands,King's Landing,,,,
2272,6,1,24,0:30:44,0:31:26,Dorne,The Water Gardens,,,,
2273,6,1,25,0:31:26,0:32:06,Dorne,The Water Gardens,,,,
2274,6,1,26,0:32:06,0:32:59,Dorne,The Water Gardens,,,,
2275,6,1,27,0:32:59,0:34:09,The Crownlands,Blackwater Bay,,,,
2276,6,1,28,0:34:09,0:34:44,Meereen,,,,,
2277,6,1,29,0:34:44,0:35:22,Meereen,,,,,
2278,6,1,30,0:35:22,0:36:00,Meereen,,,,,
2279,6,1,31,0:36:00,0:36:31,Meereen,,,,,
2280,6,1,32,0:36:31,0:37:42,Meereen,,,,,
2281,6,1,33,0:37:42,0:37:48,Meereen,,,,,
2282,6,1,34,0:37:48,0:40:39,The Dothraki Sea,,,,,
2283,6,1,35,0:40:39,0:40:51,The Dothraki Sea,,,,,
2284,6,1,36,0:40:51,0:42:08,The Dothraki Sea,,,,,
2285,6,1,37,0:42:08,0:42:27,The Dothraki Sea,,,,,
2286,6,1,38,0:42:27,0:42:48,The Dothraki Sea,,,,,
2287,6,1,39,0:42:48,0:46:28,The Dothraki Sea,,,,,
2288,6,1,40,0:46:28,0:47:32,Braavos,,,,,
2289,6,1,41,0:47:32,0:48:46,Braavos,,,,,
2290,6,1,42,0:48:46,0:50:28,The Wall,Castle Black,,,,
2291,6,1,43,0:50:28,0:51:04,The Wall,Castle Black,,,,
2292,6,1,44,0:51:04,0:53:45,The Wall,Castle Black,,,,
2293,6,2,1,0:04:53,0:05:24,North of the Wall,The Three-Eyed Raven,,,,
2294,6,2,2,0:05:24,0:06:05,The North,Winterfell,,,,True
2295,6,2,3,0:06:05,0:06:37,The North,Winterfell,,,,True
2296,6,2,4,0:06:37,0:07:07,The North,Winterfell,,,,True
2297,6,2,5,0:07:07,0:07:29,The North,Winterfell,,,,True
2298,6,2,6,0:07:29,0:08:07,North of the Wall,The Three-Eyed Raven,,,,
2299,6,2,7,0:08:07,0:08:32,North of the Wall,The Three-Eyed Raven,,,,
2300,6,2,8,0:08:32,0:09:45,North of the Wall,The Three-Eyed Raven,,,,
2301,6,2,9,0:09:45,0:10:27,North of the Wall,The Three-Eyed Raven,,,,
2302,6,2,10,0:10:27,0:10:40,The Wall,Castle Black,,,,
2303,6,2,11,0:10:40,0:12:02,The Wall,Castle Black,,,,
2304,6,2,12,0:12:02,0:13:03,The Wall,Castle Black,,,,
2305,6,2,13,0:13:03,0:13:39,The Wall,Castle Black,,,,
2306,6,2,14,0:13:39,0:14:10,The Wall,Castle Black,,,,
2307,6,2,15,0:14:10,0:14:19,The Wall,Castle Black,,,,
2308,6,2,16,0:14:19,0:14:56,The Crownlands,King's Landing,,,,
2309,6,2,17,0:14:56,0:15:30,The Crownlands,King's Landing,,,,
2310,6,2,18,0:15:30,0:15:43,The Crownlands,King's Landing,,,,
2311,6,2,19,0:15:43,0:16:04,The Crownlands,King's Landing,,,,
2312,6,2,20,0:16:04,0:17:00,The Crownlands,King's Landing,,,,
2313,6,2,21,0:17:00,0:18:36,The Crownlands,King's Landing,,,,
2314,6,2,22,0:18:36,0:19:13,The Crownlands,King's Landing,,,,
2315,6,2,23,0:19:13,0:21:44,The Crownlands,King's Landing,,,,
2316,6,2,24,0:21:44,0:23:45,The Crownlands,King's Landing,,,,
2317,6,2,25,0:23:45,0:26:04,Meereen,,,,,
2318,6,2,26,0:26:04,0:27:03,Meereen,,,,,
2319,6,2,27,0:27:03,0:29:35,Meereen,,,,,
2320,6,2,28,0:29:35,0:29:56,Meereen,,,,,
2321,6,2,29,0:29:56,0:30:33,Braavos,,,,,
2322,6,2,30,0:30:33,0:30:48,Braavos,,,,,
2323,6,2,31,0:30:48,0:31:53,Braavos,,,,,
2324,6,2,32,0:31:53,0:33:25,The North,Winterfell,,,,
2325,6,2,33,0:33:25,0:35:38,The North,Winterfell,,,,
2326,6,2,34,0:35:38,0:38:30,The North,Winterfell,,,,
2327,6,2,35,0:38:30,0:38:50,The North,The Wolfswood,,,,
2328,6,2,36,0:38:50,0:39:30,The North,The Wolfswood,,,,
2329,6,2,37,0:39:30,0:41:26,The North,The Wolfswood,,,,
2330,6,2,38,0:41:26,0:43:04,The Iron Islands,Pyke,,,,
2331,6,2,39,0:43:04,0:45:39,The Iron Islands,Pyke,,,,
2332,6,2,40,0:45:39,0:47:06,The Iron Islands,Pyke,,,,
2333,6,2,41,0:47:06,0:49:45,The Wall,Castle Black,,,,
2334,6,2,42,0:49:45,0:54:07,The Wall,Castle Black,,,,
2335,6,2,43,0:54:07,0:54:21,The Wall,Castle Black,,,,
2336,6,2,44,0:54:21,0:54:57,The Wall,Castle Black,,,,
2337,6,2,45,0:54:57,0:55:18,The Wall,Castle Black,,,,
2338,6,3,1,0:05:24,0:06:33,The Wall,Castle Black,,,,
2339,6,3,2,0:06:33,0:08:05,The Wall,Castle Black,,,,
2340,6,3,3,0:08:05,0:09:20,The Wall,Castle Black,,,,
2341,6,3,4,0:09:20,0:11:15,The Wall,Castle Black,,,,
2342,6,3,5,0:11:15,0:15:04,The Reach,To Horn Hill,,,,
2343,6,3,6,0:15:04,0:17:49,Dorne,Tower of Joy,,,,True
2344,6,3,7,0:17:49,0:19:50,Dorne,Tower of Joy,,,,True
2345,6,3,8,0:19:50,0:20:27,Dorne,Tower of Joy,,,,True
2346,6,3,9,0:20:27,0:21:37,North of the Wall,The Three-Eyed Raven,,,,
2347,6,3,10,0:21:37,0:22:34,Vaes Dothrak,,,,,
2348,6,3,11,0:22:34,0:22:45,Vaes Dothrak,,,,,
